Date,Open,High,Low,Close,Adj Close,Volume
2011-08-02,54.930000,55.189999,54.049999,54.080002,42.040997,67200
2011-08-03,54.189999,54.529999,53.459999,54.459999,42.336399,83100
2011-08-04,52.410000,52.750000,50.180000,50.230000,39.048061,173500
2011-08-05,51.340000,51.549999,49.680000,50.779999,39.475624,186600
2011-08-08,49.220001,49.830002,47.209999,47.290001,36.762554,164400
2011-08-09,49.529999,50.880001,47.990002,50.869999,39.545589,166200
2011-08-10,50.049999,50.060001,48.349998,48.459999,37.672085,102500
2011-08-11,48.230000,50.810001,47.900002,50.209999,39.032516,161300
2011-08-12,50.639999,52.139999,50.630001,51.650002,40.151958,87000
2011-08-15,52.610001,53.060001,52.369999,52.799999,41.045948,24800
2011-08-16,51.490002,52.110001,51.000000,51.770000,40.245235,42600
2011-08-17,51.959999,52.360001,51.279999,51.520000,40.050888,36500
2011-08-18,49.849998,49.860001,48.509998,49.270000,38.301769,108300
2011-08-19,48.430000,49.740002,48.090000,48.240002,37.501064,112300
2011-08-22,49.020000,49.020000,47.290001,47.500000,36.925800,145200
2011-08-23,47.630001,49.160000,47.259998,49.160000,38.216263,43400
2011-08-24,51.110001,51.779999,50.599998,51.169998,39.778801,49300
2011-08-25,50.500000,50.779999,49.389999,49.400002,38.402836,48400
2011-08-26,49.330002,50.529999,48.939999,50.500000,39.257957,24500
2011-08-29,51.240002,51.560001,51.009998,51.480000,40.019798,42600
2011-08-30,51.299999,51.560001,50.590000,51.400002,39.957615,29900
2011-08-31,52.779999,53.169998,51.990002,52.369999,40.711670,39300
2011-09-01,52.389999,52.540001,51.570000,51.660000,40.159721,48100
2011-09-02,50.240002,51.040001,49.529999,49.529999,38.503899,164600
2011-09-06,47.130001,47.560001,46.549999,47.529999,36.949116,152800
2011-09-07,49.110001,49.759998,48.830002,49.650002,38.597179,439600
2011-09-08,49.340000,50.419998,49.290001,49.299999,38.325092,106600
2011-09-09,48.410000,48.560001,47.570000,47.790001,37.151245,36400
2011-09-12,46.279999,47.169998,46.200001,47.150002,36.653709,58300
2011-09-13,47.700001,48.189999,47.410000,48.080002,37.376694,44100
2011-09-14,48.330002,49.200001,47.459999,48.980000,38.076336,43000
2011-09-15,49.520000,49.799999,49.290001,49.660000,38.604954,41200
2011-09-16,49.709999,49.889999,49.330002,49.590000,38.550545,27100
2011-09-19,47.939999,48.779999,47.939999,48.380001,37.609898,22200
2011-09-20,48.669998,49.009998,48.310001,48.630001,37.804256,47900
2011-09-21,48.700001,48.880001,47.259998,47.259998,36.739223,59600
2011-09-22,45.619999,46.070000,44.910000,45.400002,35.293289,58500
2011-09-23,45.500000,46.599998,45.490002,46.529999,36.171741,28500
2011-09-26,47.720001,47.860001,46.770000,47.779999,37.143467,41100
2011-09-27,49.570000,50.360001,49.340000,49.490002,38.472805,45600
2011-09-28,49.570000,49.889999,48.189999,48.310001,37.555481,74800
2011-09-29,49.750000,50.130001,48.200001,49.029999,38.115204,28200
2011-09-30,47.180000,47.270000,46.009998,46.049999,35.798588,39000
2011-10-03,45.889999,46.389999,44.880001,45.040001,35.013443,46100
2011-10-04,44.209999,45.900002,43.980000,45.900002,35.681992,43800
2011-10-05,45.509998,45.990002,45.189999,45.970001,35.736404,35900
2011-10-06,45.560001,47.580002,45.439999,47.540001,36.956890,29500
2011-10-07,48.410000,49.090000,48.240002,48.259998,37.516609,52600
2011-10-10,48.860001,49.290001,48.849998,49.290001,38.317314,20700
2011-10-11,48.970001,49.320000,48.810001,49.110001,38.177380,37700
2011-10-12,50.279999,51.220001,50.169998,50.650002,39.855324,37700
2011-10-13,49.889999,50.080002,49.279999,49.889999,39.257305,28100
2011-10-14,51.590000,51.810001,51.060001,51.450001,40.484821,49000
2011-10-17,51.349998,51.369999,49.869999,49.910000,39.273037,52000
2011-10-18,50.900002,50.970001,49.279999,50.590000,39.808117,100900
2011-10-19,50.090000,50.209999,49.139999,49.220001,38.730083,59500
2011-10-20,48.790001,49.250000,48.259998,49.099998,38.635670,46400
2011-10-21,50.020000,50.529999,49.950001,50.439999,39.690071,42800
2011-10-24,50.779999,51.910000,50.779999,51.700001,40.681545,18200
2011-10-25,52.189999,52.290001,51.459999,51.529999,40.547775,44200
2011-10-26,52.549999,52.720001,51.369999,52.299999,41.153683,44700
2011-10-27,54.759998,55.230000,53.790001,54.980000,43.262512,51800
2011-10-28,55.070000,56.000000,54.930000,55.380001,43.601051,96700
2011-10-31,53.369999,53.500000,51.820000,51.830002,40.806110,45900
2011-11-01,50.490002,51.490002,50.139999,50.900002,40.073906,67700
2011-11-02,51.900002,52.490002,51.650002,52.160000,41.065922,34800
2011-11-03,54.040001,54.430000,52.810001,54.169998,42.648407,40500
2011-11-04,53.119999,53.630001,52.900002,53.259998,41.931961,48000
2011-11-07,53.080002,53.840000,52.950001,53.709999,42.286255,31100
2011-11-08,53.750000,54.259998,53.130001,54.150002,42.632671,37000
2011-11-09,52.110001,52.290001,51.230000,51.299999,40.388828,42300
2011-11-10,52.250000,52.250000,51.020000,51.880001,40.845478,23100
2011-11-11,52.840000,53.799999,52.820000,53.650002,42.239006,39200
2011-11-14,52.619999,52.869999,52.080002,52.369999,41.231258,27000
2011-11-15,51.980000,52.419998,51.660000,52.130001,41.042297,43500
2011-11-16,51.910000,52.520000,51.590000,51.639999,40.656517,36500
2011-11-17,51.980000,52.049999,50.840000,51.000000,40.152641,58400
2011-11-18,51.130001,51.220001,50.520000,50.869999,40.050304,26300
2011-11-21,49.660000,49.770000,48.950001,49.279999,38.798466,32900
2011-11-22,49.000000,49.500000,48.959999,49.220001,38.751225,33800
2011-11-23,48.750000,48.930000,47.919998,47.919998,37.727734,61000
2011-11-25,47.689999,48.029999,47.320000,47.320000,37.255352,41100
2011-11-28,49.750000,50.049999,49.509998,49.740002,39.160637,32200
2011-11-29,50.570000,50.910000,50.259998,50.369999,39.656643,38300
2011-11-30,51.930000,52.590000,51.820000,52.470001,41.309994,26200
2011-12-01,52.279999,52.700001,51.830002,51.959999,40.908459,23900
2011-12-02,52.840000,52.950001,52.119999,52.200001,41.097424,21300
2011-12-05,53.090000,53.220001,52.070000,52.439999,41.286369,33000
2011-12-06,52.580002,52.930000,52.330002,52.520000,41.349350,25700
2011-12-07,52.000000,52.770000,51.680000,52.520000,41.349350,24500
2011-12-08,52.180000,52.419998,51.240002,51.340000,40.420338,22200
2011-12-09,51.689999,52.400002,51.689999,52.389999,41.247005,22300
2011-12-12,51.529999,51.529999,50.500000,50.869999,40.050304,29000
2011-12-13,51.160000,51.450001,49.049999,49.740002,39.160637,165700
2011-12-14,49.910000,50.000000,49.160000,49.299999,38.814224,63900
2011-12-15,50.090000,50.119999,49.490002,49.580002,39.034668,35400
2011-12-16,49.759998,50.000000,49.310001,49.509998,38.979553,49900
2011-12-19,49.599998,49.860001,49.000000,49.009998,38.585907,62200
2011-12-20,50.910000,51.310001,50.790001,50.939999,40.105396,40900
2011-12-21,51.230000,51.230000,50.630001,51.040001,40.184135,28900
2011-12-22,50.980000,51.209999,50.700001,51.169998,40.286480,34000
2011-12-23,51.259998,51.689999,50.919998,51.099998,40.231380,37400
2011-12-27,51.230000,51.639999,51.160000,51.450001,40.506927,15600
2011-12-28,51.869999,51.900002,51.169998,51.169998,40.286480,24600
2011-12-29,51.310001,51.779999,50.889999,51.669998,40.680149,15700
2011-12-30,52.310001,52.540001,51.939999,52.230000,41.121040,24500
2012-01-03,52.689999,53.360001,52.689999,53.150002,41.845360,53700
2012-01-04,52.980000,53.230000,52.650002,53.040001,41.758747,22500
2012-01-05,52.209999,52.270000,51.700001,52.139999,41.050171,22500
2012-01-06,53.380001,53.389999,52.689999,52.959999,41.695770,37800
2012-01-09,54.180000,54.330002,53.880001,54.330002,42.774376,38800
2012-01-10,56.189999,56.419998,55.730000,55.779999,43.915974,75700
2012-01-11,54.900002,55.509998,54.610001,55.509998,43.703396,142600
2012-01-12,55.959999,56.430000,55.590000,56.349998,44.364735,73500
2012-01-13,55.279999,56.000000,54.970001,55.910000,44.018318,38100
2012-01-17,56.990002,57.169998,56.560001,56.650002,44.600933,99100
2012-01-18,57.049999,57.790001,56.959999,57.720001,45.443340,63900
2012-01-19,57.259998,58.009998,57.020000,58.009998,45.671669,42500
2012-01-20,57.830002,58.080002,57.610001,58.020000,45.679543,25800
2012-01-23,58.230000,58.990002,58.180000,58.660000,46.183418,45700
2012-01-24,58.060001,58.549999,57.840000,58.369999,45.955101,53800
2012-01-25,58.400002,59.020000,57.930000,58.919998,46.388123,32700
2012-01-26,59.470001,59.470001,58.570000,59.040001,46.482601,50900
2012-01-27,58.759998,59.040001,58.380001,58.660000,46.183418,48800
2012-01-30,57.700001,58.000000,57.419998,57.840000,45.561119,33100
2012-01-31,58.849998,58.910000,58.430000,58.619999,46.175545,39300
2012-02-01,59.759998,60.240002,59.740002,59.919998,47.199562,40100
2012-02-02,60.110001,60.630001,60.110001,60.180000,47.404369,38800
2012-02-03,60.730000,61.560001,60.720001,61.520000,48.459896,33100
2012-02-06,61.070000,65.330002,60.939999,63.200001,49.783249,746100
2012-02-07,62.259998,63.139999,61.889999,63.009998,49.633587,359100
2012-02-08,62.680000,62.840000,62.070000,62.529999,49.255474,144600
2012-02-09,62.080002,62.340000,61.529999,62.090000,48.908890,147800
2012-02-10,61.380001,61.689999,61.040001,61.470001,48.420513,153400
2012-02-13,62.419998,62.939999,62.340000,62.840000,49.499668,90500
2012-02-14,62.630001,62.910000,62.110001,62.840000,49.499668,86000
2012-02-15,63.459999,63.849998,62.980000,63.090000,49.696598,47900
2012-02-16,63.110001,64.449997,63.090000,64.269997,50.626095,42400
2012-02-17,64.550003,64.589996,64.010002,64.459999,50.775749,38400
2012-02-21,63.410000,63.470001,63.049999,63.320000,49.877777,85800
2012-02-22,62.320000,63.240002,62.299999,63.180000,49.767494,85800
2012-02-23,62.970001,63.849998,62.549999,63.820000,50.271629,64100
2012-02-24,64.029999,64.120003,63.590000,63.950001,50.374027,67200
2012-02-27,62.849998,63.270000,62.590000,63.150002,49.743862,57100
2012-02-28,63.490002,64.739998,63.419998,64.639999,50.917549,54700
2012-02-29,64.639999,64.720001,63.900002,64.169998,50.547325,38200
2012-03-01,66.449997,66.650002,65.870003,65.989998,51.980957,134400
2012-03-02,66.129997,66.160004,65.290001,65.589996,51.665867,71500
2012-03-05,65.339996,65.339996,64.239998,64.750000,51.004192,47200
2012-03-06,63.110001,63.340000,62.520000,62.599998,49.310619,488800
2012-03-07,63.560001,64.070000,63.330002,63.959999,50.381901,446300
2012-03-08,64.790001,65.629997,64.790001,65.400002,51.516216,54400
2012-03-09,65.059998,65.160004,64.419998,64.580002,50.870293,114000
2012-03-12,64.540001,64.580002,64.089996,64.379997,50.712753,102800
2012-03-13,65.209999,66.089996,65.080002,66.089996,52.059727,59800
2012-03-14,65.989998,66.220001,65.300003,65.589996,51.665867,59000
2012-03-15,65.480003,66.019997,65.080002,65.970001,51.965195,54800
2012-03-16,66.769997,68.099998,66.760002,67.809998,53.414600,114000
2012-03-19,68.260002,68.989998,68.250000,68.599998,54.036869,80500
2012-03-20,67.489998,67.769997,67.110001,67.250000,52.973476,90300
2012-03-21,67.440002,67.949997,67.089996,67.510002,53.178280,47500
2012-03-22,68.070000,68.260002,67.750000,68.059998,53.611511,57300
2012-03-23,68.419998,68.559998,67.720001,68.370003,53.855721,58100
2012-03-26,69.910004,70.160004,69.760002,70.029999,55.163303,83500
2012-03-27,69.620003,69.699997,68.919998,68.919998,54.288929,43500
2012-03-28,68.919998,69.019997,67.879997,68.160004,53.690289,42000
2012-03-29,67.599998,68.070000,67.370003,68.040001,53.595757,55400
2012-03-30,68.010002,68.480003,67.449997,68.370003,53.855721,91200
2012-04-02,68.660004,70.300003,68.339996,69.980003,55.123928,122600
2012-04-03,69.370003,69.440002,68.089996,68.599998,54.036869,110700
2012-04-04,66.239998,66.620003,65.570000,66.010002,51.996712,124100
2012-04-05,66.239998,67.160004,66.239998,67.019997,52.792294,62100
2012-04-09,66.000000,66.870003,65.940002,66.680000,52.524479,22700
2012-04-10,65.839996,65.970001,64.500000,64.550003,50.846657,71400
2012-04-11,66.089996,66.349998,65.839996,66.269997,52.201504,57400
2012-04-12,66.949997,68.790001,66.930000,68.660004,54.084148,71100
2012-04-13,67.239998,67.269997,66.430000,66.889999,52.689892,86800
2012-04-16,67.070000,67.489998,66.430000,67.250000,52.973476,62200
2012-04-17,68.480003,68.879997,68.139999,68.669998,54.092022,77000
2012-04-18,68.599998,68.980003,68.559998,68.699997,54.115646,57600
2012-04-19,68.330002,69.169998,68.080002,68.480003,53.942356,70100
2012-04-20,68.019997,68.419998,67.589996,67.870003,53.461861,56600
2012-04-23,66.410004,67.040001,65.940002,66.970001,52.752918,60800
2012-04-24,67.220001,67.440002,66.930000,67.220001,52.949852,34900
2012-04-25,67.790001,68.589996,67.730003,68.449997,53.918713,65200
2012-04-26,66.930000,68.620003,66.930000,68.599998,54.036869,48000
2012-04-27,68.419998,69.000000,67.980003,68.739998,54.170845,100000
2012-04-30,68.160004,68.220001,67.279999,67.820000,53.445839,51300
2012-05-01,67.989998,69.110001,67.989998,68.779999,54.202358,52500
2012-05-02,68.080002,68.660004,67.769997,68.660004,54.107811,51000
2012-05-03,68.860001,69.019997,68.129997,68.370003,53.879280,42300
2012-05-04,67.139999,67.419998,66.339996,66.790001,52.634136,41800
2012-05-07,66.629997,67.419998,66.230003,67.209999,52.965122,53600
2012-05-08,66.260002,66.570000,65.320000,66.279999,52.232239,60700
2012-05-09,64.470001,65.730003,64.169998,65.470001,51.593906,116100
2012-05-10,65.339996,65.949997,65.260002,65.660004,51.743637,53500
2012-05-11,65.320000,66.379997,65.250000,65.730003,51.798809,36100
2012-05-14,64.459999,64.959999,63.990002,64.470001,50.805851,65200
2012-05-15,64.050003,64.720001,63.980000,64.250000,50.632481,56500
2012-05-16,63.820000,63.910000,63.189999,63.189999,49.797150,66200
2012-05-17,62.840000,62.959999,62.000000,62.029999,48.883007,98700
2012-05-18,61.450001,61.520000,60.400002,60.480000,47.661522,62000
2012-05-21,61.349998,62.000000,61.029999,61.919998,48.796318,78600
2012-05-22,62.189999,62.590000,61.639999,61.880001,48.764797,103000
2012-05-23,61.060001,61.590000,60.500000,61.590000,48.536259,43400
2012-05-24,61.470001,62.189999,61.169998,61.919998,48.796318,38100
2012-05-25,60.889999,61.330002,60.599998,61.000000,48.071304,64000
2012-05-29,62.389999,62.740002,62.009998,62.500000,49.253391,34500
2012-05-30,61.279999,61.310001,60.720001,60.720001,47.850647,51800
2012-05-31,60.400002,60.410000,58.919998,59.830002,47.149288,64800
2012-06-01,57.680000,58.279999,57.020000,57.560001,45.360401,129000
2012-06-04,57.580002,58.040001,57.169998,57.709999,45.478607,51800
2012-06-05,57.360001,58.160000,57.320000,58.110001,45.793835,30500
2012-06-06,57.639999,59.259998,57.560001,59.169998,47.718140,404100
2012-06-07,60.200001,60.220001,59.380001,59.540001,48.016529,70300
2012-06-08,58.490002,59.369999,58.320000,59.270000,47.798786,78600
2012-06-11,60.270000,60.330002,58.639999,58.750000,47.379421,36800
2012-06-12,59.320000,60.220001,58.740002,60.070000,48.443958,56500
2012-06-13,58.529999,58.869999,57.980000,58.180000,46.919746,94700
2012-06-14,57.330002,58.259998,57.130001,58.139999,46.887482,65700
2012-06-15,58.090000,58.980000,58.090000,58.889999,47.492329,64100
2012-06-18,59.119999,59.500000,58.860001,59.029999,47.605228,52000
2012-06-19,59.570000,60.709999,59.419998,60.400002,48.710083,52400
2012-06-20,60.970001,61.520000,60.689999,61.160000,49.322987,54700
2012-06-21,60.830002,61.049999,59.770000,59.860001,48.274582,67900
2012-06-22,60.290001,60.290001,59.340000,59.790001,48.218140,35800
2012-06-25,58.320000,58.320000,57.790001,58.000000,46.774578,39400
2012-06-26,58.189999,58.660000,58.020000,58.560001,47.226200,48500
2012-06-27,58.349998,59.119999,58.270000,59.040001,47.613297,54300
2012-06-28,58.180000,58.820000,57.990002,58.799999,47.419739,25000
2012-06-29,60.820000,61.369999,60.500000,60.860001,49.081059,45300
2012-07-02,62.200001,62.830002,61.980000,62.730000,50.589134,72600
2012-07-03,63.130001,63.630001,63.130001,63.369999,51.105267,27700
2012-07-05,62.209999,62.349998,61.700001,62.139999,50.113316,33700
2012-07-06,61.849998,62.130001,61.689999,61.970001,49.976223,29400
2012-07-09,61.869999,61.910000,61.419998,61.869999,49.895569,30800
2012-07-10,62.930000,63.009998,62.150002,62.299999,50.242344,37400
2012-07-11,61.240002,61.360001,60.540001,61.000000,49.193951,28600
2012-07-12,60.299999,61.080002,60.009998,60.980000,49.177818,25600
2012-07-13,61.209999,62.340000,61.209999,62.060001,50.048801,49200
2012-07-16,61.590000,61.689999,61.060001,61.639999,49.710087,39200
2012-07-17,62.220001,62.759998,61.509998,62.759998,50.613319,48900
2012-07-18,62.369999,63.680000,62.290001,63.630001,51.314938,27200
2012-07-19,64.199997,64.639999,64.010002,64.309998,51.863335,25800
2012-07-20,64.419998,64.580002,64.059998,64.110001,51.702030,33200
2012-07-23,61.480000,62.020000,61.230000,61.950001,49.960102,50000
2012-07-24,62.080002,62.080002,60.889999,61.529999,49.621380,27300
2012-07-25,62.590000,63.119999,62.259998,62.680000,50.548805,50500
2012-07-26,64.470001,64.870003,63.869999,64.220001,51.790752,49200
2012-07-27,64.940002,66.580002,64.879997,66.320000,53.484310,98800
2012-07-30,64.870003,65.080002,64.559998,64.910004,52.370899,42100
2012-07-31,64.269997,64.339996,63.299999,63.570000,51.289761,50200
